metaphor_id,metaphor_name,pos,mean_similarity,baseline_performance,test_statistic,p_value
1,importance is size,all,0.4541807521865365,0.31526094942789723,42.926856987783815,1.2559611762495218e-201
2,active is life,all,0.42817889288864996,0.32723349369993426,29.687107956697933,1.5795897682963994e-127
3,life is journey,all,0.4104114174127415,0.32443049082498315,23.659772179796157,3.045975588885953e-92
4,failure is death,all,0.4362724003355199,0.312803055193508,31.442376967486183,9.643897078752369e-138
5,success is life,all,0.4146682780915654,0.3293902172593066,23.725338832662985,1.2650949319003126e-92
6,perceiving is eating,all,0.3695381528637864,0.32010248520104395,14.319656794962997,3.69534661009885e-41
7,affection is warmth,all,0.39050755376923724,0.338293189269866,14.092169001383606,4.69787047176091e-40
8,money is liquid,all,0.3432258669547583,0.31929297860123595,7.992178012027386,5.196123308418486e-15
9,good is up,all,0.3830934670359019,0.31745876273211776,15.85377899597816,7.585971159514893e-49
10,bad is down,all,0.3941219083464031,0.3211871787509788,17.321181983666218,1.5256530637198505e-56
1,importance is size,ADJ,0.46120341526873315,0.32099929431931085,10.744876375435453,3.481140356876105e-17
2,active is life,ADJ,0.45036237052193395,0.31855193832623274,11.764747831837594,3.961279309152201e-19
3,life is journey,ADJ,0.4439370681842168,0.34655052473172393,8.911073811794497,1.3135753724338693e-13
4,failure is death,ADJ,0.40687287718425563,0.31227800559339813,8.684745155427587,3.659123346536233e-13
5,success is life,ADJ,0.408855473001798,0.3511235350121243,5.782573873492352,1.3666333933217702e-07
6,perceiving is eating,ADJ,0.3872533059782452,0.31368007917376983,8.14713734254687,4.163134380023341e-12
7,affection is warmth,ADJ,0.4294425751324053,0.31930902961695984,9.24201915842377,2.9399581836508665e-14
8,money is liquid,ADJ,0.33303211279857303,0.32110621210643414,1.5306905082809013,0.12979080235897864
9,good is up,ADJ,0.4059931906285109,0.3196447044529982,8.785852973497411,2.315300368387982e-13
10,bad is down,ADJ,0.37960450296048764,0.32227469084198324,6.39728113907901,9.940660874789865e-09
1,importance is size,VERB,0.5214202996389365,0.31261385995027374,22.76741777566112,1.058335775998925e-36
2,active is life,VERB,0.4939591774234065,0.3423075366741522,16.909892738688242,3.8737074304026305e-28
3,life is journey,VERB,0.5042343202196522,0.3145976809992927,20.006098667812875,7.123218012012885e-33
4,failure is death,VERB,0.5342632616743629,0.31537746408263967,20.88721089171634,3.917134655450367e-34
5,success is life,VERB,0.5085983051929945,0.31328394752877425,21.25109224591532,1.211793230304451e-34
6,perceiving is eating,VERB,0.507193249316863,0.32694403631796826,25.536015452837056,3.2702803361854854e-40
7,affection is warmth,VERB,0.43542176448268655,0.3595812771219579,12.755040053020567,5.685449930479613e-21
8,money is liquid,VERB,0.42820084904447014,0.31098631619965383,16.36334116659413,2.9971197824560874e-27
9,good is up,VERB,0.5262344115310245,0.3104086844330536,17.51034888877711,4.2715117322091925e-29
10,bad is down,VERB,0.5536139953283616,0.32030456807697516,17.060118229128282,2.2219763466807217e-28
1,importance is size,NOUN,0.46979550851715934,0.31216969401410705,19.556817580951176,3.2319916226414335e-32
2,active is life,NOUN,0.44291740619106057,0.3208410060994179,12.50603608456479,1.6357061633158675e-20
3,life is journey,NOUN,0.4075343853529589,0.31214326674393295,8.93846143564661,1.1604469246424438e-13
4,failure is death,NOUN,0.4793247795767254,0.3107536959044862,13.674301450049857,1.2250833033431288e-22
5,success is life,NOUN,0.46195096734129354,0.32376316923702125,11.380598868975024,2.113553904762798e-18
6,perceiving is eating,NOUN,0.3585166636808419,0.3196833401113938,4.448704050651048,2.760590884651032e-05
7,affection is warmth,NOUN,0.4079250838653541,0.3359892610706803,4.790539762508715,7.529701586453744e-06
8,money is liquid,NOUN,0.3706554580985764,0.32578640749761983,5.718179924196123,1.7890546456217107e-07
9,good is up,NOUN,0.3365488920682742,0.32232289931030145,1.2555504446891474,0.21293386847834322
10,bad is down,NOUN,0.3915271214496942,0.3209822773339779,6.393861265543141,1.0088909782562427e-08
