metaphor_id,metaphor_name,pos,mean_similarity,baseline_performance,test_statistic,p_value
1,importance is size,all,0.31992573577231015,0.3708577734009815,-12.499358766162143,1.2875222607335586e-32
2,active is life,all,0.3860914467620588,0.4152736987001654,-6.77147964717366,2.6274923278223203e-11
3,life is journey,all,0.29682752449673555,0.37946146579441903,-22.107175163768147,2.9743961941974943e-83
4,failure is death,all,0.34967573494005266,0.36978859381547025,-5.036706643871124,5.977951360280527e-07
5,success is life,all,0.3474556875794574,0.3802757227409047,-8.255293701096507,7.113039885771804e-16
6,perceiving is eating,all,0.2783988716671006,0.376986117372436,-32.0916721875296,1.684857144439674e-141
7,affection is warmth,all,0.3044092445001926,0.37056098621136996,-15.470575423556397,6.877671717896084e-47
8,money is liquid,all,0.23752674214038563,0.3799107565166796,-40.67832201657224,1.2897157495560052e-189
9,good is up,all,0.27892372653460634,0.37502784588559185,-26.03624446752615,3.8946269570194994e-106
10,bad is down,all,0.30220227081466605,0.3882313311252491,-22.67124847205048,1.6552946072288143e-86
1,importance is size,ADJ,0.2893565814068288,0.38354254505845903,-9.509701894665106,8.777839564033331e-15
2,active is life,ADJ,0.3791462374322208,0.366496949537226,0.9665499534082871,0.3366819677745255
3,life is journey,ADJ,0.32639341001157407,0.3933572807179719,-5.865273850072384,9.654774626928398e-08
4,failure is death,ADJ,0.3275220180735176,0.35818805867824555,-2.850510522293687,0.005549941279098643
5,success is life,ADJ,0.3665511911665952,0.41502510680131616,-4.45972255700026,2.649407544980214e-05
6,perceiving is eating,ADJ,0.3100307922304412,0.365586032775719,-7.25618923605949,2.2750137515412186e-10
7,affection is warmth,ADJ,0.37540944582886165,0.3603053182148984,1.2264934660924827,0.2236107298338948
8,money is liquid,ADJ,0.24369521862194862,0.3947996311856098,-11.518029954473189,1.1591153679595135e-18
9,good is up,ADJ,0.29920429046507235,0.3902443764565811,-7.590886019515963,5.095160567194433e-11
10,bad is down,ADJ,0.30472566923241556,0.3804689976582158,-8.377426163168165,1.4701386414377703e-12
1,importance is size,VERB,0.43121880302090704,0.36444025109229333,5.114014965379785,2.1114756341725376e-06
2,active is life,VERB,0.4610964865596206,0.4923154072451682,-4.019581102362797,0.00013107960131739335
3,life is journey,VERB,0.4147185720043418,0.3667798753771532,3.806373404292068,0.0002748737213508947
4,failure is death,VERB,0.4525939476342849,0.37833305060712047,9.060595974411926,6.677661181498175e-14
5,success is life,VERB,0.45213746399055293,0.35414048628480155,9.546964623876546,7.41991341967122e-15
6,perceiving is eating,VERB,0.38428536940504004,0.39042944522554385,-0.7309069852273868,0.4669712990517385
7,affection is warmth,VERB,0.35777242481708527,0.37390211826993913,-1.7105610506654778,0.09103767451092439
8,money is liquid,VERB,0.32899994651476544,0.3786920519559364,-6.446732315924426,8.023167417256733e-09
9,good is up,VERB,0.4217063144401268,0.3628052944863111,6.888963278344674,1.1587450532744778e-09
10,bad is down,VERB,0.4690284037295683,0.41937938510723893,5.565327306684862,3.375365725165486e-07
1,importance is size,NOUN,0.395949070284396,0.3645905240521921,2.420368390985721,0.01777078392623274
2,active is life,NOUN,0.44653682852232895,0.38700873931810204,4.852971742058001,5.909087014883719e-06
3,life is journey,NOUN,0.3354203230069007,0.3782472412881319,-4.442656701499578,2.8235192743826772e-05
4,failure is death,NOUN,0.4430155583001949,0.3728446721610445,5.714032800296121,1.820289480356832e-07
5,success is life,NOUN,0.41250043481956294,0.3716615751365963,3.2390269264769036,0.001747611547437612
6,perceiving is eating,NOUN,0.3139637636917609,0.37494287411604504,-7.198687044992012,2.9386520987959756e-10
7,affection is warmth,NOUN,0.36389560381203523,0.3774755221492723,-0.8767446976147192,0.38325050712723263
8,money is liquid,NOUN,0.26408980032544077,0.3662405864084926,-18.815345418547338,4.124878918732752e-31
9,good is up,NOUN,0.26446959413128135,0.37203386671388317,-10.012262343878167,9.148268915140588e-16
10,bad is down,NOUN,0.30798452181948555,0.3648456106102925,-5.232431826039631,1.3134256457567546e-06
