metaphor-id,metaphor-name,pos,mean_similarity,baseline_performance,test_statistic,p_value
1,importance is size,all,0.23783709601446762,0.3373071635564168,-29.150183185253677,2.168698412291719e-124
2,active is life,all,0.3227483205834534,0.39761987352359723,-16.922692557531573,2.0091733652972456e-54
3,life is journey,all,0.21667174199808117,0.32853396678394003,-26.770840154099112,1.9121231064187914e-110
4,failure is death,all,0.26177696509616366,0.3287777071944726,-17.718145234580113,1.1273149936603536e-58
5,success is life,all,0.22659504842856293,0.3397174431604368,-29.478022927921057,2.6289262830687938e-126
6,perceiving is eating,all,0.16644886957765115,0.32609882145255437,-57.900497001537445,1.073190452874174e-274
7,affection is warmth,all,0.24816922996760396,0.3253897869241091,-19.80424015436841,3.703696502341214e-70
8,money is liquid,all,0.18291747189843605,0.314078662816941,-46.93737464026477,2.229836967055448e-222
9,good is up,all,0.19696198692047057,0.3303678174548679,-38.544685006181545,5.6252035916602e-178
10,bad is down,all,0.2637432776033797,0.3390531276676942,-21.18376597208902,5.829276962053826e-78
1,importance is size,ADJ,0.1677774617701401,0.29186653257078593,-12.868720144900928,3.517891007912145e-21
2,active is life,ADJ,0.1857890965026102,0.2977783437238799,-9.628964154823262,5.127060012127455e-15
3,life is journey,ADJ,0.21469182291148622,0.32205971087129026,-6.587481526647663,4.349072299955695e-09
4,failure is death,ADJ,0.20609158203925615,0.2938753678163996,-7.537926152689221,6.460512969238226e-11
5,success is life,ADJ,0.1765527640595848,0.3552659176705336,-12.377602096892996,2.828974298933738e-20
6,perceiving is eating,ADJ,0.12633555980376254,0.27395628330221883,-15.323688548073529,1.6303284666557504e-25
7,affection is warmth,ADJ,0.17967736389901903,0.28480522223313653,-7.751077430483841,2.4815469513914348e-11
8,money is liquid,ADJ,0.1512790881557229,0.32271875271173545,-14.417186250039046,5.947870852669758e-24
9,good is up,ADJ,0.17594710544303613,0.3279549278710728,-13.085092193604268,1.4167811566681408e-21
10,bad is down,ADJ,0.15776472915837794,0.3053008365460016,-16.44983802851686,2.1626755320376373e-27
1,importance is size,VERB,0.24503223837157825,0.3095686092901009,-4.7122948282840245,1.0180309459450462e-05
2,active is life,VERB,0.18819796450344134,0.43553893388842274,-19.36306193954321,6.248829125229511e-32
3,life is journey,VERB,0.20428204683609952,0.29528117635239054,-5.807256936103759,1.2322256656937463e-07
4,failure is death,VERB,0.18131459789511598,0.2919341943821421,-10.160266788960351,4.712567583433398e-16
5,success is life,VERB,0.21932270644623555,0.2662978102829721,-4.3856005805602605,3.4898055714398336e-05
6,perceiving is eating,VERB,0.12512032485302585,0.309781237837893,-24.11049300891416,1.9211089681370546e-38
7,affection is warmth,VERB,0.139045516649882,0.28067524421711765,-16.576136578529482,1.3452564533396908e-27
8,money is liquid,VERB,0.092464327076335,0.26665561218338985,-25.32817736716066,5.856609098472236e-40
9,good is up,VERB,0.12685877084732056,0.2833289810231438,-17.773007543108175,1.6511752684826256e-29
10,bad is down,VERB,0.18412124816282296,0.32882065082231055,-12.532307038738846,1.462644564695767e-20
1,importance is size,NOUN,0.15364696582158408,0.27894384186300963,-11.109452872127738,6.950738358073833e-18
2,active is life,NOUN,0.2194979260733098,0.3104988676099865,-6.615154850486788,3.854176772032685e-09
3,life is journey,NOUN,0.1589699998313998,0.31174238857406156,-13.142253983122355,1.1152218451001977e-21
4,failure is death,NOUN,0.17162233664665694,0.28670244893100527,-7.536207287705343,6.510462924583817e-11
5,success is life,NOUN,0.15603879278088795,0.28463492278037245,-11.04103834559807,9.396100614571775e-18
6,perceiving is eating,NOUN,0.10181073126969514,0.3082569172255419,-28.220330649121525,2.426914846297529e-43
7,affection is warmth,NOUN,0.2061887471764176,0.3082792255839816,-7.370922719025244,1.3637453434644538e-10
8,money is liquid,NOUN,0.10207676225238377,0.2837889359306406,-31.264383242028586,1.3143233796286555e-46
9,good is up,NOUN,0.15246770632119827,0.3226663011031019,-16.604712588901556,1.2085784690345118e-27
10,bad is down,NOUN,0.14415874304594817,0.2785640556144494,-13.918160987889417,4.5038816325221407e-23
