metaphor-id,metaphor-name,pos,mean_similarity,baseline_performance,test_statistic,p_value
1,importance is size,all,0.3198672364879813,0.3665186116430626,-10.184825720568625,1.6489830854995514e-22
2,active is life,all,0.38653057196643203,0.41377741491890374,-5.52031470716483,5.1271861417789144e-08
3,life is journey,all,0.29079185444991,0.3740337844929713,-20.447850558403587,2.991773484695833e-70
4,failure is death,all,0.3468128470121883,0.3681926683108845,-4.919224663236111,1.13587979431361e-06
5,success is life,all,0.34444572749877506,0.37890805950223344,-7.647872726780511,8.639115829188133e-14
6,perceiving is eating,all,0.27781617020567256,0.3778976432291295,-28.971779917477765,1.790061797153891e-114
7,affection is warmth,all,0.29245382300319356,0.36690852197875345,-15.927780491984644,1.3912822214422956e-47
8,money is liquid,all,0.24071565019241664,0.38078210839619814,-34.11051982380099,2.8910099193910847e-140
9,good is up,all,0.2808128915558983,0.3741437021633611,-22.629612349785717,1.4508855030953996e-81
10,bad is down,all,0.30562106495360947,0.38144032861644156,-17.48942422899296,3.0984328334208733e-55
1,importance is size,ADJ,0.28581257769837976,0.3777367322019563,-8.390055808553068,7.43169944022974e-12
2,active is life,ADJ,0.3728140997700393,0.36563116391353107,0.4707842667328575,0.6394208041201668
3,life is journey,ADJ,0.33271329873241484,0.3960671547750462,-4.737602602197134,1.2730302859732881e-05
4,failure is death,ADJ,0.33324387506581843,0.35386902498620315,-1.6002882433121248,0.11453792044582019
5,success is life,ADJ,0.37270254036411643,0.4173376783673802,-3.5115140527005675,0.0008296151892203269
6,perceiving is eating,ADJ,0.3093414776958525,0.36669819993678177,-6.814040704490389,4.21066514096834e-09
7,affection is warmth,ADJ,0.3647815252188593,0.3588737947092159,0.42770134809112526,0.6703270380206234
8,money is liquid,ADJ,0.25147516338620335,0.39768422742421533,-9.38845509062171,1.3851205052682507e-13
9,good is up,ADJ,0.3164837777148932,0.39420395375404044,-6.0211427229488,9.771093509753352e-08
10,bad is down,ADJ,0.3110285298898816,0.377551138193412,-6.247206032026078,4.014564915418534e-08
1,importance is size,VERB,0.43938508175779134,0.3603438769441891,5.242641102282161,1.9593857568731044e-06
2,active is life,VERB,0.4644022136926651,0.48910250533692307,-2.734668407717028,0.008098867895099556
3,life is journey,VERB,0.3894942086189985,0.36014413296602016,2.2539733939558175,0.027685162948668504
4,failure is death,VERB,0.4431823892518878,0.38058043509559863,6.756448737704474,5.3014351557717375e-09
5,success is life,VERB,0.44358727894723415,0.357731509157602,7.393426817202969,4.1088699269222246e-10
6,perceiving is eating,VERB,0.3900191537104547,0.3855250317174796,0.5100573718502663,0.6117936463739783
7,affection is warmth,VERB,0.34954310092143714,0.37909294174395197,-2.8079759480464856,0.0066290203365310585
8,money is liquid,VERB,0.34215080202557147,0.374398280270907,-3.889901569501354,0.0002442384326229718
9,good is up,VERB,0.41088380571454763,0.36478030091729124,4.865649084759052,7.974526020663708e-06
10,bad is down,VERB,0.47601952217519283,0.39978369051289064,7.443271624427116,3.361598409105895e-10
1,importance is size,NOUN,0.3829600524622947,0.36028825445820983,1.6000087931600981,0.1145999890089216
2,active is life,NOUN,0.4530428268481046,0.3801557952313306,4.971108219182731,5.405626551042978e-06
3,life is journey,NOUN,0.3214891387615353,0.37353830360018264,-5.127734624640851,3.017345682355867e-06
4,failure is death,NOUN,0.42339183832518756,0.37255421047171694,3.898638033832429,0.00023725596735677784
5,success is life,NOUN,0.40027884021401405,0.36209030150132093,2.643476917704611,0.01034232310691604
6,perceiving is eating,NOUN,0.30636270297691226,0.3762882242948763,-7.5762428237767665,1.9674504074151337e-10
7,affection is warmth,NOUN,0.3407683070981875,0.37882658691210963,-2.3523937386194014,0.02179039523607733
8,money is liquid,NOUN,0.2642714763060212,0.3558173995361449,-14.4860825486844,1.007777050911715e-21
9,good is up,NOUN,0.26346872211433947,0.37906967048998924,-9.28476075282949,2.0883373884707447e-13
10,bad is down,NOUN,0.31179823412094265,0.3656346487819428,-4.14739365083898,0.00010248372510315936
