metaphor_id,metaphor_name,pos,mean_similarity,baseline_performance,test_statistic,p_value
1,importance is size,all,0.3198672364879813,0.3673789719838729,-10.372657699774232,3.1792974837976596e-23
2,active is life,all,0.38653057196643203,0.40985646256110825,-4.725914746604718,2.883671339419145e-06
3,life is journey,all,0.29079185444991,0.3749084901551031,-20.662716439728147,2.331731447661126e-71
4,failure is death,all,0.3468128470121883,0.36663220981506683,-4.560183031814682,6.249071648221602e-06
5,success is life,all,0.34444572749877506,0.37840475134214263,-7.536178696604657,1.891441506340838e-13
6,perceiving is eating,all,0.27781617020567256,0.37451446914736436,-27.992412088864356,1.9222986892954088e-109
7,affection is warmth,all,0.29245382300319356,0.36722257831341226,-15.994965242301138,6.598328245188879e-48
8,money is liquid,all,0.24071565019241664,0.3775003882178726,-33.311319339727355,2.4865999076463803e-136
9,good is up,all,0.2808128915558983,0.37230810387299595,-22.18454091549163,3.0084124259296564e-79
10,bad is down,all,0.30562106495360947,0.37880097161140047,-16.88059697160617,3.184640011856964e-52
1,importance is size,ADJ,0.28581257769837976,0.3804440496026903,-8.637156738730686,2.758730895778e-12
2,active is life,ADJ,0.3728140997700393,0.3630344037120728,0.6409812268263984,0.5238598145567728
3,life is journey,ADJ,0.33271329873241484,0.3927966846912956,-4.493036784944294,3.066208914368129e-05
4,failure is death,ADJ,0.33324387506581843,0.35782523776344316,-1.9072475051791677,0.06104999236713261
5,success is life,ADJ,0.37270254036411643,0.4165518017069085,-3.449687943039292,0.0010064949046053255
6,perceiving is eating,ADJ,0.3093414776958525,0.36359582174334837,-6.445474816049619,1.8306770522507195e-08
7,affection is warmth,ADJ,0.3647815252188593,0.3585242554253988,0.4530069070795293,0.652100119969099
8,money is liquid,ADJ,0.25147516338620335,0.39736627488602916,-9.36803855115919,1.5016449765400245e-13
9,good is up,ADJ,0.3164837777148932,0.3851942622849623,-5.3231432974491835,1.4452255913706272e-06
10,bad is down,ADJ,0.3110285298898816,0.3750804944194812,-6.015185353927245,1.0001896594281858e-07
1,importance is size,VERB,0.43938508175779134,0.3624361211524274,5.103866832482137,3.2990808699007114e-06
2,active is life,VERB,0.4644022136926651,0.488812126025281,-2.702519348862221,0.008833185474015353
3,life is journey,VERB,0.3894942086189985,0.36093873227037876,2.192951210842694,0.03201081754251679
4,failure is death,VERB,0.4431823892518878,0.3751403517911622,7.343581271674651,5.022013210855966e-10
5,success is life,VERB,0.44358727894723415,0.3529284200323915,7.807042442929215,7.762386127457915e-11
6,perceiving is eating,VERB,0.3900191537104547,0.38727161478214595,0.31183009429206293,0.7561993202217632
7,affection is warmth,VERB,0.34954310092143714,0.36737448574107473,-1.6944287447989836,0.09512228223260305
8,money is liquid,VERB,0.34215080202557147,0.3754564420854076,-4.017543962859905,0.0001593501493000247
9,good is up,VERB,0.41088380571454763,0.36040495713170695,5.327411971972375,1.422028545511036e-06
10,bad is down,VERB,0.47601952217519283,0.3949832312684484,7.9119635937972665,5.086397004996215e-11
1,importance is size,NOUN,0.3829600524622947,0.3592567451965012,1.6728051319710977,0.09932500235982267
2,active is life,NOUN,0.4530428268481046,0.37772285794597094,5.137041640639616,2.91400860857589e-06
3,life is journey,NOUN,0.3214891387615353,0.37099005350363495,-4.876688324612427,7.657615213065609e-06
4,failure is death,NOUN,0.42339183832518756,0.3669310398905951,4.329867963786616,5.4498700948931885e-05
5,success is life,NOUN,0.40027884021401405,0.36573403228712775,2.3912515497983895,0.0197897978654201
6,perceiving is eating,NOUN,0.30636270297691226,0.3726759709165986,-7.184864851628434,9.510445626858208e-10
7,affection is warmth,NOUN,0.3407683070981875,0.3757689937737632,-2.16340298577774,0.034310879767322555
8,money is liquid,NOUN,0.2642714763060212,0.3596784476821808,-15.097048719480709,1.3244384625733035e-22
9,good is up,NOUN,0.26346872211433947,0.37132509220231863,-8.662736820128554,2.4901614296841255e-12
10,bad is down,NOUN,0.31179823412094265,0.36633918914627184,-4.201669297762675,8.504667087283435e-05
