metaphor_id,metaphor_name,pos,mean_similarity,baseline_performance,test_statistic,p_value
1,importance is size,all,0.2727425220008526,0.2875173916940888,-3.8463932647669585,0.00013327190298050156
2,active is life,all,0.31962119410228396,0.321401000207704,-0.46051344113913967,0.6453218341252045
3,life is journey,all,0.28237746288585996,0.3383244060586311,-12.604682325935332,2.449936778373012e-32
4,failure is death,all,0.3150640838365588,0.30223524931073187,3.1291933249025643,0.0018416938209330279
5,success is life,all,0.2562522596369187,0.2940476250468443,-9.473789435995176,6.946315363451707e-20
6,perceiving is eating,all,0.2935062021327515,0.3102963837689409,-4.298357191921798,2.020909674900025e-05
7,affection is warmth,all,0.2234866762947705,0.31324524469508064,-20.452909487109356,2.8174446494814212e-70
8,money is liquid,all,0.22848272644397286,0.28900986815926927,-17.00882979501661,7.438881915607346e-53
9,good is up,all,0.25139971061920124,0.29626764747045103,-11.181160245858166,2.1288069567686424e-26
10,bad is down,all,0.2219323963444266,0.2714881887253788,-12.33534853373808,3.503694407083882e-31
1,importance is size,ADJ,0.23606329504400492,0.2645764989803235,-1.6610407133871552,0.10167449643347984
2,active is life,ADJ,0.32869528234004974,0.30083723534209034,1.723798401941272,0.08964876366073234
3,life is journey,ADJ,0.24358067009598017,0.3250281205220769,-4.388432837510032,4.438223441124044e-05
4,failure is death,ADJ,0.24877411592751741,0.2781646379095813,-2.1029730584980992,0.03946874194629197
5,success is life,ADJ,0.24024364445358515,0.29591681494253375,-3.5148029141381985,0.0008210857438774244
6,perceiving is eating,ADJ,0.2818540586158633,0.24348387381869058,2.6880964534504974,0.009182003960546576
7,affection is warmth,ADJ,0.16424038633704185,0.25522173299267886,-6.884224399550006,3.1791131640080815e-09
8,money is liquid,ADJ,0.1272172722965479,0.2553716550761213,-12.418051288394857,1.3800051595241838e-18
9,good is up,ADJ,0.18885736726224422,0.29151828426184756,-9.295299087166025,2.0029151259708332e-13
10,bad is down,ADJ,0.1432849783450365,0.27517378833206996,-11.199043666552338,1.254473715649027e-16
1,importance is size,VERB,0.16164722479879856,0.2554239677935839,-7.4013991631407965,3.9790599776581664e-10
2,active is life,VERB,0.156230584718287,0.31993069326334317,-12.792290984751517,3.5866965488323016e-19
3,life is journey,VERB,0.17172363214194775,0.2700775209901234,-7.784387701657342,8.504337434336734e-11
4,failure is death,VERB,0.19851208943873644,0.26104692041998107,-4.795313488605742,1.0316915652899872e-05
5,success is life,VERB,0.18332009203732014,0.24949240472912787,-5.459277625946528,8.609109442271488e-07
6,perceiving is eating,VERB,0.10832984372973442,0.26927543865330517,-18.00582980506804,1.573009192882782e-26
7,affection is warmth,VERB,0.11174532677978277,0.27653509021922945,-18.298991887876824,6.678715248427182e-27
8,money is liquid,VERB,0.1782480524852872,0.23176471345561248,-6.066636307209789,8.174145097564173e-08
9,good is up,VERB,0.164752964861691,0.23841821704804897,-5.273379771250086,1.7447162466589803e-06
10,bad is down,VERB,0.17220058478415012,0.22956108157647154,-4.20998179309408,8.264338265066734e-05
1,importance is size,NOUN,0.18323351629078388,0.2628618554684023,-6.451272472887525,1.7890076293621047e-08
2,active is life,NOUN,0.17347690369933844,0.29126018526218833,-9.722004960217,3.719518651280902e-14
3,life is journey,NOUN,0.1988937146961689,0.2749525242572029,-5.569026899577574,5.653846175494874e-07
4,failure is death,NOUN,0.24820118304342031,0.29152156456373635,-2.70640380650073,0.008741333984433787
5,success is life,NOUN,0.14306876435875893,0.2585681439917535,-8.851160337587178,1.1723173273274777e-12
6,perceiving is eating,NOUN,0.20956673007458448,0.27901547576052443,-5.757943195966292,2.726636821799905e-07
7,affection is warmth,NOUN,0.1986395539715886,0.2708342467316737,-4.496023050385475,3.033837277049657e-05
8,money is liquid,NOUN,0.1419066684320569,0.2640953476087501,-11.845708729647747,1.121048101600204e-17
9,good is up,NOUN,0.25379345659166574,0.3112414826961855,-4.3585549755686435,4.929151752590011e-05
10,bad is down,NOUN,0.16011013742536306,0.2488551417582979,-7.48625444332545,2.8271935852368214e-10
