baseline,corpus,weighted,method,pos,metaphor,similarity_value,baseline_value,test_stat,p_value
mixedBL,gutenberg,unweighted,euclidian,NOUN,10 bad is down,0.1027072742581367,0.2030433937208727,-10.271202162055518,4.363576006418991e-15
mixedBL,gutenberg,weighted,euclidian,all,1 importance is size,0.2378370960144676,0.3364242258324544,-28.891434025524603,7.078880476284125e-123
mixedBL,gutenberg,weighted,euclidian,all,2 active is life,0.3227483205834534,0.3991472897008163,-17.267923734920704,2.9371390506657933e-56
mixedBL,gutenberg,weighted,euclidian,all,3 life is journey,0.2166717419980811,0.336648159868637,-28.71272684968163,7.870907725255578e-122
mixedBL,gutenberg,weighted,euclidian,all,4 failure is death,0.2617769650961636,0.3333695050072441,-18.93243239001397,2.633227136877315e-65
mixedBL,gutenberg,weighted,euclidian,all,5 success is life,0.2265950484285629,0.3468192524617264,-31.32864939237436,4.40248729217995e-137
mixedBL,gutenberg,weighted,euclidian,all,6 perceiving is eating,0.1664488695776511,0.3321659051848699,-60.10085571963009,1.8876654235299566e-284
mixedBL,gutenberg,weighted,euclidian,all,7 affection is warmth,0.2481692299676039,0.3350914618417887,-22.29236388128688,2.550148250354625e-84
mixedBL,gutenberg,weighted,euclidian,all,8 money is liquid,0.182917471898436,0.3177669996003759,-48.25728370933626,5.12885563218464e-229
mixedBL,gutenberg,weighted,euclidian,all,9 good is up,0.1969619869204705,0.3385858665412836,-40.91910981304604,6.47929182190988e-191
mixedBL,gutenberg,weighted,euclidian,all,10 bad is down,0.2637432776033797,0.3418007132098262,-21.956629137572875,2.1847373274943472e-82
mixedBL,gutenberg,weighted,euclidian,ADJ,1 importance is size,0.1677774617701401,0.2442682330586292,-7.932514306280601,1.0964327188531825e-11
mixedBL,gutenberg,weighted,euclidian,ADJ,2 active is life,0.1857890965026102,0.2514647335292381,-5.646866734670542,2.407686762822064e-07
mixedBL,gutenberg,weighted,euclidian,ADJ,3 life is journey,0.2146918229114862,0.2618269447393623,-2.891942369339196,0.0049290495006602
mixedBL,gutenberg,weighted,euclidian,ADJ,4 failure is death,0.2060915820392561,0.2486009912431975,-3.650250265888965,0.0004656228587819
mixedBL,gutenberg,weighted,euclidian,ADJ,5 success is life,0.1765527640595848,0.2992173544906171,-8.495700853888623,8.609356833142135e-13
mixedBL,gutenberg,weighted,euclidian,ADJ,6 perceiving is eating,0.1263355598037625,0.2223551136034506,-9.967257320526526,1.1195701545651072e-15
mixedBL,gutenberg,weighted,euclidian,ADJ,7 affection is warmth,0.179677363899019,0.2319099670207058,-3.8511100445440776,0.0002357759793496
mixedBL,gutenberg,weighted,euclidian,ADJ,8 money is liquid,0.1512790881557229,0.261243081877445,-9.247401308150724,2.8693052063084463e-14
mixedBL,gutenberg,weighted,euclidian,ADJ,9 good is up,0.1759471054430361,0.2636727251609166,-7.551570724545908,6.077308800187987e-11
mixedBL,gutenberg,weighted,euclidian,ADJ,10 bad is down,0.1577647291583779,0.245637222583647,-9.797522176790515,2.400463978315651e-15
mixedBL,gutenberg,weighted,euclidian,VERB,1 importance is size,0.2450322383715782,0.2636405587490694,-1.358736021717272,0.1780490023371817
mixedBL,gutenberg,weighted,euclidian,VERB,2 active is life,0.1881979645034413,0.384842906638428,-15.394328744346058,1.2372511375030715e-25
mixedBL,gutenberg,weighted,euclidian,VERB,3 life is journey,0.2042820468360995,0.2372640133897464,-2.104797650846965,0.0384475256997255
mixedBL,gutenberg,weighted,euclidian,VERB,4 failure is death,0.1813145978951159,0.2203592309098185,-3.5861990163104043,0.000575796720144
mixedBL,gutenberg,weighted,euclidian,VERB,5 success is life,0.2193227064462355,0.2136977817394115,0.525143555735226,0.6009358111067487
mixedBL,gutenberg,weighted,euclidian,VERB,6 perceiving is eating,0.1251203248530258,0.2466459976706975,-15.867158011474672,1.9841541610782263e-26
mixedBL,gutenberg,weighted,euclidian,VERB,7 affection is warmth,0.139045516649882,0.2173889620436562,-9.16920249149862,4.086030914821272e-14
mixedBL,gutenberg,weighted,euclidian,VERB,8 money is liquid,0.092464327076335,0.207032569249471,-16.658725243467885,9.872974023427902e-28
mixedBL,gutenberg,weighted,euclidian,VERB,9 good is up,0.1268587708473205,0.2228946362012698,-10.90844166072701,1.6873083629634534e-17
mixedBL,gutenberg,weighted,euclidian,VERB,10 bad is down,0.1841212481628229,0.266372295068002,-7.123701654105122,4.1008241634899153e-10
mixedBL,gutenberg,weighted,euclidian,NOUN,1 importance is size,0.153646965821584,0.224319568493484,-6.266189337988767,1.7504366337897695e-08
mixedBL,gutenberg,weighted,euclidian,NOUN,2 active is life,0.2194979260733098,0.244469267240277,-1.8152481266058809,0.0732332666091384
mixedBL,gutenberg,weighted,euclidian,NOUN,3 life is journey,0.1589699998313998,0.2477212412379406,-7.634830910753766,4.1833898270941214e-11
mixedBL,gutenberg,weighted,euclidian,NOUN,4 failure is death,0.1716223366466569,0.2194083866440219,-3.1293467749750663,0.0024450555459259
mixedBL,gutenberg,weighted,euclidian,NOUN,5 success is life,0.1560387927808879,0.2092009072980762,-4.564405981110822,1.788109191591193e-05
mixedBL,gutenberg,weighted,euclidian,NOUN,6 perceiving is eating,0.1018107312696951,0.2515478184598463,-20.46843389902177,1.5383715663473209e-33
mixedBL,gutenberg,weighted,euclidian,NOUN,7 affection is warmth,0.2061887471764176,0.2427172705016018,-2.6373558697134625,0.0100362115786793
mixedBL,gutenberg,weighted,euclidian,NOUN,8 money is liquid,0.1020767622523837,0.221696819567386,-20.58115997198681,1.0624949917308656e-33
mixedBL,gutenberg,weighted,euclidian,NOUN,9 good is up,0.1524677063211982,0.2683352304204011,-11.304129382033247,2.954746647909364e-18
mixedBL,gutenberg,weighted,euclidian,NOUN,10 bad is down,0.1441587430459481,0.2218974262292002,-8.050124558726726,6.451020310026731e-12
mixedBL,gutenberg,unweighted,manhattan,all,1 importance is size,0.2339647982993887,0.3189253794282882,-20.89826035914518,1.4154068488031694e-72
mixedBL,gutenberg,unweighted,manhattan,all,2 active is life,0.3125999476243224,0.4055933930764311,-19.316192092962005,1.9063400885793632e-64
mixedBL,gutenberg,unweighted,manhattan,all,3 life is journey,0.2215230910935335,0.3293076667161141,-23.293649916391963,5.021706737677768e-85
mixedBL,gutenberg,unweighted,manhattan,all,4 failure is death,0.258591638205366,0.319451180924144,-14.304700306941834,6.276671910562806e-40
mixedBL,gutenberg,unweighted,manhattan,all,5 success is life,0.21778702782467,0.3373794625584399,-27.710728732693003,5.446511154334478e-108
mixedBL,gutenberg,unweighted,manhattan,all,6 perceiving is eating,0.1734249660124381,0.3420503808873602,-50.133569103974,4.71643611027262e-212
mixedBL,gutenberg,unweighted,manhattan,all,7 affection is warmth,0.2357431079985367,0.3236617780368154,-19.844870975248384,3.767513489547336e-67
mixedBL,gutenberg,unweighted,manhattan,all,8 money is liquid,0.2021353468816313,0.3237458441944586,-37.61797905485544,3.7398338607905805e-157
mixedBL,gutenberg,unweighted,manhattan,all,9 good is up,0.2125850329175591,0.3318217765441578,-29.57786002858908,1.429741583201933e-117
mixedBL,gutenberg,unweighted,manhattan,all,10 bad is down,0.2144363007197777,0.3309132864543548,-27.68072736073591,7.77908067542256e-108
mixedBL,gutenberg,unweighted,manhattan,ADJ,1 importance is size,0.161585203371942,0.2234674984170123,-5.813394629708708,2.1985429884902498e-07
mixedBL,gutenberg,unweighted,manhattan,ADJ,2 active is life,0.2030661748722195,0.256668938472867,-4.087659347124824,0.0001256640215716
mixedBL,gutenberg,unweighted,manhattan,ADJ,3 life is journey,0.2196634490974247,0.2502802094374783,-1.6461106663839449,0.104721229024306
mixedBL,gutenberg,unweighted,manhattan,ADJ,4 failure is death,0.2110691219568252,0.2354979508370161,-1.7623226511412171,0.0828654545184965
mixedBL,gutenberg,unweighted,manhattan,ADJ,5 success is life,0.1364119192585349,0.2696085638517979,-9.265628604257694,2.2528868114511163e-13
mixedBL,gutenberg,unweighted,manhattan,ADJ,6 perceiving is eating,0.1151787219569087,0.2128465601056814,-8.797209565805856,1.454245988287424e-12
mixedBL,gutenberg,unweighted,manhattan,ADJ,7 affection is warmth,0.1506874188780784,0.1852945498144254,-2.2291021491001524,0.0293816982871149
mixedBL,gutenberg,unweighted,manhattan,ADJ,8 money is liquid,0.1816710629500448,0.2555773169547319,-5.188450206374898,2.4028398334640725e-06
mixedBL,gutenberg,unweighted,manhattan,ADJ,9 good is up,0.169392473064363,0.2609086714917794,-6.959310051840819,2.3528487583081527e-09
mixedBL,gutenberg,unweighted,manhattan,ADJ,10 bad is down,0.1465862765908241,0.2351529609179124,-8.105231469299719,2.335748372003493e-11
mixedBL,gutenberg,unweighted,manhattan,VERB,1 importance is size,0.2778890538029372,0.2759713895758613,0.1268631091227854,0.899452785940055
mixedBL,gutenberg,unweighted,manhattan,VERB,2 active is life,0.2154956888407468,0.4065031704294961,-13.399874387874764,4.1797536082563295e-20
mixedBL,gutenberg,unweighted,manhattan,VERB,3 life is journey,0.2208045283332467,0.2330168068455532,-0.7006290044055944,0.4861142007610521
mixedBL,gutenberg,unweighted,manhattan,VERB,4 failure is death,0.2272113049402833,0.2223849834129214,0.3905265765968946,0.6974646324905478
mixedBL,gutenberg,unweighted,manhattan,VERB,5 success is life,0.2309200121089816,0.1914292001724243,3.487990979872993,0.0008931194909628
mixedBL,gutenberg,unweighted,manhattan,VERB,6 perceiving is eating,0.1482700612396001,0.2389666708372533,-9.2072371593582,2.840152676547406e-13
mixedBL,gutenberg,unweighted,manhattan,VERB,7 affection is warmth,0.1281265532597899,0.2271070356341079,-10.438421831346346,2.285882739898407e-15
mixedBL,gutenberg,unweighted,manhattan,VERB,8 money is liquid,0.1059299679473042,0.1938345789117738,-11.473667870474282,4.470790840388682e-17
mixedBL,gutenberg,unweighted,manhattan,VERB,9 good is up,0.1283040288835764,0.2235714297415688,-10.58118733233848,1.3192770183648357e-15
mixedBL,gutenberg,unweighted,manhattan,VERB,10 bad is down,0.1775623597204685,0.2611628568056039,-6.333273019080055,2.8564956446640014e-08
mixedBL,gutenberg,unweighted,manhattan,NOUN,1 importance is size,0.1838220935314893,0.2047048754431307,-1.6697411207678372,0.0999326088500512
mixedBL,gutenberg,unweighted,manhattan,NOUN,2 active is life,0.2322683604434132,0.2442173454491421,-0.8602155141595861,0.3929320586749752
mixedBL,gutenberg,unweighted,manhattan,NOUN,3 life is journey,0.1801862549036741,0.2565252672042697,-5.899116648775424,1.5745909646297837e-07
mixedBL,gutenberg,unweighted,manhattan,NOUN,4 failure is death,0.1900273645296692,0.2242768197925761,-2.0957609968835915,0.0401272275073135
mixedBL,gutenberg,unweighted,manhattan,NOUN,5 success is life,0.1408794792369008,0.2097885468648746,-5.258238134785342,1.847401125161553e-06
mixedBL,gutenberg,unweighted,manhattan,NOUN,6 perceiving is eating,0.1251517105847597,0.2398625634238124,-12.206617097960088,2.9777583309573392e-18
mixedBL,gutenberg,unweighted,manhattan,NOUN,7 affection is warmth,0.1994963167235255,0.2395274522993713,-2.634705443460068,0.0105855695278707
mixedBL,gutenberg,unweighted,manhattan,NOUN,8 money is liquid,0.0842456882819533,0.2140119326813146,-18.653034351508737,2.403437219925729e-27
mixedBL,gutenberg,unweighted,manhattan,NOUN,9 good is up,0.173821578733623,0.2732271779095754,-8.337106637487839,9.192957948553848e-12
mixedBL,gutenberg,unweighted,manhattan,NOUN,10 bad is down,0.1136336671188473,0.1870103661809116,-7.001095550721151,1.9897280217264117e-09
mixedBL,gutenberg,weighted,manhattan,all,1 importance is size,0.2596916797556831,0.345271078081615,-24.6093362314609,8.823367412525374e-98
mixedBL,gutenberg,weighted,manhattan,all,2 active is life,0.3047760301084348,0.4055645747268662,-22.5164378279527,1.2987937949391228e-85
mixedBL,gutenberg,weighted,manhattan,all,3 life is journey,0.2272288696265515,0.3363659342608334,-26.219022673038246,3.300453077825844e-107
mixedBL,gutenberg,weighted,manhattan,all,4 failure is death,0.2666539696999538,0.3374613152098916,-17.979320918867447,4.3592525061610925e-60
mixedBL,gutenberg,weighted,manhattan,all,5 success is life,0.2255905990492659,0.345430014172035,-30.93826269277355,8.128995631337777e-135
mixedBL,gutenberg,weighted,manhattan,all,6 perceiving is eating,0.1839215694140995,0.3448913146712815,-54.38674415500224,1.2928844906287554e-258
mixedBL,gutenberg,weighted,manhattan,all,7 affection is warmth,0.2465112329510504,0.3328372293228312,-22.08404012320152,4.0416227502887284e-83
mixedBL,gutenberg,weighted,manhattan,all,8 money is liquid,0.188138653098801,0.3242444521442199,-46.16519513074821,1.88689378280602e-218
mixedBL,gutenberg,weighted,manhattan,all,9 good is up,0.2193710425426603,0.3380673744886173,-34.706097667843906,1.7388572852025348e-156
mixedBL,gutenberg,weighted,manhattan,all,10 bad is down,0.2536397908286629,0.3417564335547193,-24.528520776253547,2.617187285464585e-97
mixedBL,gutenberg,weighted,manhattan,ADJ,1 importance is size,0.1516010356538089,0.2312901728278325,-8.092231538747585,5.334471724227839e-12
mixedBL,gutenberg,weighted,manhattan,ADJ,2 active is life,0.1913418600588669,0.251371309256848,-5.004780467980828,3.257714998995612e-06
mixedBL,gutenberg,weighted,manhattan,ADJ,3 life is journey,0.2244093881713019,0.2637203545077347,-2.3693004269589046,0.0202318662247217
mixedBL,gutenberg,weighted,manhattan,ADJ,4 failure is death,0.2005157875426021,0.254070401088691,-4.3071004658966485,4.659699470652558e-05
mixedBL,gutenberg,weighted,manhattan,ADJ,5 success is life,0.1659930024617984,0.309969127803213,-10.083379610274186,6.650295105029613e-16
mixedBL,gutenberg,weighted,manhattan,ADJ,6 perceiving is eating,0.1320670438401493,0.2177566780793813,-8.24751283581542,2.645228471433878e-12
mixedBL,gutenberg,weighted,manhattan,ADJ,7 affection is warmth,0.1786002450519138,0.2204458510654944,-3.1448931672875027,0.0023324482813616
mixedBL,gutenberg,weighted,manhattan,ADJ,8 money is liquid,0.1687711929833447,0.2645911895097406,-7.8621141301927455,1.5056512092371088e-11
mixedBL,gutenberg,weighted,manhattan,ADJ,9 good is up,0.170419728314435,0.2617209117905593,-7.902020280084971,1.2579394074726783e-11
mixedBL,gutenberg,weighted,manhattan,ADJ,10 bad is down,0.1708948089752668,0.2429894887849136,-8.016650453580045,7.502740362305559e-12
mixedBL,gutenberg,weighted,manhattan,VERB,1 importance is size,0.2616313832041658,0.2643425924542509,-0.1958369783989558,0.845234350245812
mixedBL,gutenberg,weighted,manhattan,VERB,2 active is life,0.2117231179166723,0.3899350115730439,-13.716949221538512,1.0278556446308332e-22
mixedBL,gutenberg,weighted,manhattan,VERB,3 life is journey,0.2092541581318702,0.2331222430129109,-1.4851415193197608,0.1414363153821204
mixedBL,gutenberg,weighted,manhattan,VERB,4 failure is death,0.2109513025224944,0.2279431752584599,-1.397490016562518,0.1661299017354493
mixedBL,gutenberg,weighted,manhattan,VERB,5 success is life,0.2205217995761353,0.2012736425355629,1.7559016624876107,0.0829325841224446
mixedBL,gutenberg,weighted,manhattan,VERB,6 perceiving is eating,0.155214406825878,0.2535197936973454,-11.085181873566436,7.734897004502726e-18
mixedBL,gutenberg,weighted,manhattan,VERB,7 affection is warmth,0.1315973268614875,0.2262873009325545,-10.939236898007676,1.4726073565561783e-17
mixedBL,gutenberg,weighted,manhattan,VERB,8 money is liquid,0.0961866128591843,0.203084999764407,-14.595397958606478,2.9085863057154918e-24
mixedBL,gutenberg,weighted,manhattan,VERB,9 good is up,0.123747843283194,0.2267550606271367,-12.127167455093144,8.276910688629489e-20
mixedBL,gutenberg,weighted,manhattan,VERB,10 bad is down,0.1751819952034655,0.2586225495827786,-7.375752891126304,1.3346406113286675e-10
mixedBL,gutenberg,weighted,manhattan,NOUN,1 importance is size,0.1759265823128782,0.2109095839144271,-3.0591253702716013,0.0030197059741916
mixedBL,gutenberg,weighted,manhattan,NOUN,2 active is life,0.2193482113473209,0.2497972175478935,-2.273166961622936,0.0256979426581472
mixedBL,gutenberg,weighted,manhattan,NOUN,3 life is journey,0.1696447016280374,0.2497846289438965,-6.832428675730883,1.4864725124739563e-09
mixedBL,gutenberg,weighted,manhattan,NOUN,4 failure is death,0.1865296930442621,0.2166005491548114,-1.9770661564883325,0.0514790784129664
mixedBL,gutenberg,weighted,manhattan,NOUN,5 success is life,0.1480016936490565,0.2214270297355122,-6.415066824673808,9.203746929424758e-09
mixedBL,gutenberg,weighted,manhattan,NOUN,6 perceiving is eating,0.1280392320067794,0.2536185629500283,-14.653280526274717,2.3075481970326567e-24
mixedBL,gutenberg,weighted,manhattan,NOUN,7 affection is warmth,0.2078056541489966,0.2515069593397188,-3.1298755582220448,0.0024411435585571
mixedBL,gutenberg,weighted,manhattan,NOUN,8 money is liquid,0.0808808384118256,0.2287990049006026,-25.248852052755296,7.322510986959743e-40
mixedBL,gutenberg,weighted,manhattan,NOUN,9 good is up,0.1687310021600605,0.2690707698721944,-9.567117800942023,6.775379939420024e-15
mixedBL,gutenberg,weighted,manhattan,NOUN,10 bad is down,0.1542016194190508,0.2258390273576901,-7.269150126261122,2.1473687120193907e-10
mixedBL,wiki,unweighted,canberra,all,1 importance is size,0.1600151661192966,0.1331725200181229,10.544993516825777,6.898868804855728e-24
mixedBL,wiki,unweighted,canberra,all,2 active is life,0.1533265824876808,0.135487958998513,7.22120688715918,1.6409866227338562e-12
mixedBL,wiki,unweighted,canberra,all,3 life is journey,0.1487855296001259,0.1287110119591253,7.751352382584483,4.1464538688618814e-14
mixedBL,wiki,unweighted,canberra,all,4 failure is death,0.173151435267254,0.1331768414193132,14.84402403595146,1.9655151847508202e-42
mixedBL,wiki,unweighted,canberra,all,5 success is life,0.1793055241473176,0.1296963104132361,19.14032575993165,1.5012476614355542e-63
mixedBL,wiki,unweighted,canberra,all,6 perceiving is eating,0.1735561297899492,0.1282664681819003,16.74039153591815,1.5551255529579512e-51
mixedBL,wiki,unweighted,canberra,all,7 affection is warmth,0.1544591808889427,0.1394380903459851,6.5444551396105695,1.3231004735763318e-10
mixedBL,wiki,unweighted,canberra,all,8 money is liquid,0.2183702088885462,0.145811999484399,32.845736953829345,5.031850402712165e-134
mixedBL,wiki,unweighted,canberra,all,9 good is up,0.1379096625080023,0.1242647352454013,5.385681353046937,1.053448742493558e-07
mixedBL,wiki,unweighted,canberra,all,10 bad is down,0.1480560173453689,0.1266722151243659,7.165369684392288,2.3884342425795216e-12
mixedBL,wiki,unweighted,canberra,ADJ,1 importance is size,0.122652087327366,0.1022503458947917,1.980967706568262,0.051964132962123
mixedBL,wiki,unweighted,canberra,ADJ,2 active is life,0.1414550517407828,0.0932635655013029,6.118402524880175,6.669657373131818e-08
mixedBL,wiki,unweighted,canberra,ADJ,3 life is journey,0.1067061516658603,0.0832223649320581,2.7909974662250896,0.0069457531565649
mixedBL,wiki,unweighted,canberra,ADJ,4 failure is death,0.1253342243580993,0.1031811457832494,2.6256185385380064,0.0108430470073771
mixedBL,wiki,unweighted,canberra,ADJ,5 success is life,0.1062911999330559,0.0891500097649316,2.3357590192019155,0.0227005770005794
mixedBL,wiki,unweighted,canberra,ADJ,6 perceiving is eating,0.1318592564161321,0.0806732202459968,5.093793247254433,3.425596457870848e-06
mixedBL,wiki,unweighted,canberra,ADJ,7 affection is warmth,0.1439725312614157,0.0933810403282393,5.938341669619843,1.351023919594779e-07
mixedBL,wiki,unweighted,canberra,ADJ,8 money is liquid,0.1873356780530672,0.1041855502649253,10.936729180064448,3.388608828460602e-16
mixedBL,wiki,unweighted,canberra,ADJ,9 good is up,0.1234936098096096,0.0961325630838977,3.813749096850251,0.0003140489607062
mixedBL,wiki,unweighted,canberra,ADJ,10 bad is down,0.0739585526829673,0.0939896915699963,-3.509271057727524,0.0008354804386388
mixedBL,wiki,unweighted,canberra,VERB,1 importance is size,0.1007805046152228,0.0860853853605402,1.6888726034348285,0.0961879908057758
mixedBL,wiki,unweighted,canberra,VERB,2 active is life,0.0996777030431491,0.1137046914064798,-1.6440693313059251,0.1051435084233689
mixedBL,wiki,unweighted,canberra,VERB,3 life is journey,0.0893975760721956,0.0997012138729096,-1.4627027161931203,0.148519873399004
mixedBL,wiki,unweighted,canberra,VERB,4 failure is death,0.1848744586083789,0.0984981753067586,8.072930118511003,2.6600619777355274e-11
mixedBL,wiki,unweighted,canberra,VERB,5 success is life,0.1126613234620669,0.0859242335326796,3.215549117219515,0.0020555336290423
mixedBL,wiki,unweighted,canberra,VERB,6 perceiving is eating,0.0769427282734686,0.0873734218209288,-1.6676106513933924,0.1003568762426929
mixedBL,wiki,unweighted,canberra,VERB,7 affection is warmth,0.0835545604583853,0.088547950425691,-0.8468281341147397,0.4002963496475294
mixedBL,wiki,unweighted,canberra,VERB,8 money is liquid,0.1067649573666219,0.0875659160522693,2.9612185921090344,0.0043163958117489
mixedBL,wiki,unweighted,canberra,VERB,9 good is up,0.0987672075386074,0.1025363398696519,-0.4058943548200296,0.6861955587267841
mixedBL,wiki,unweighted,canberra,VERB,10 bad is down,0.1432885059762541,0.1093593671311759,3.592111405426951,0.0006430171064366
mixedBL,wiki,unweighted,canberra,NOUN,1 importance is size,0.0835325345862794,0.0850460978965994,-0.2250007885677602,0.8227068878556504
mixedBL,wiki,unweighted,canberra,NOUN,2 active is life,0.1044385403190841,0.1113861164739257,-0.7978592561542334,0.4279493516813579
mixedBL,wiki,unweighted,canberra,NOUN,3 life is journey,0.110896140647502,0.0873006181891658,2.538400531561786,0.0136200094830493
mixedBL,wiki,unweighted,canberra,NOUN,4 failure is death,0.1377045720354766,0.0932128215830516,4.946594027502259,5.918598820594317e-06
mixedBL,wiki,unweighted,canberra,NOUN,5 success is life,0.0934146137868473,0.0887473013024304,0.5712284115003827,0.5698770847216786
mixedBL,wiki,unweighted,canberra,NOUN,6 perceiving is eating,0.1235548547928004,0.1046074343278083,2.3744178629324884,0.0206354084084314
mixedBL,wiki,unweighted,canberra,NOUN,7 affection is warmth,0.0873207867421441,0.1043497684919184,-2.069447549638479,0.0426112795899103
mixedBL,wiki,unweighted,canberra,NOUN,8 money is liquid,0.0903900008342029,0.1100216996793446,-2.9421735608143225,0.004556223669838
mixedBL,wiki,unweighted,canberra,NOUN,9 good is up,0.0817989893367364,0.1009620558232027,-2.76485505037972,0.0074607346810413
mixedBL,wiki,unweighted,canberra,NOUN,10 bad is down,0.1018300486894356,0.0781221250111516,3.2209346921293043,0.0020227086181351
mixedBL,wiki,weighted,canberra,all,1 importance is size,0.1593904639975603,0.1354105455813246,11.481681976210616,3.6687495570304734e-28
mixedBL,wiki,weighted,canberra,all,2 active is life,0.1536121677658782,0.1302639928988543,10.863866899506244,1.3913486889155074e-25
mixedBL,wiki,weighted,canberra,all,3 life is journey,0.1501914761056232,0.1405520851858548,4.340576345369413,1.6222254920216336e-05
mixedBL,wiki,weighted,canberra,all,4 failure is death,0.1684161398459646,0.134674689623786,13.598191959990816,1.08404407101681e-37
mixedBL,wiki,weighted,canberra,all,5 success is life,0.1730459958088097,0.1342626345157449,16.401071830331595,1.1095742536283612e-51
mixedBL,wiki,weighted,canberra,all,6 perceiving is eating,0.1696567188880872,0.1341493173689384,14.144437219291902,2.624574687465912e-40
mixedBL,wiki,weighted,canberra,all,7 affection is warmth,0.1564705512447416,0.1389122321572079,8.233093215906024,8.429315684579786e-16
mixedBL,wiki,weighted,canberra,all,8 money is liquid,0.2083651027066246,0.1422213660349895,29.237478027512783,6.694711224163365e-125
mixedBL,wiki,weighted,canberra,all,9 good is up,0.1408819263720341,0.1313856576202029,3.912431642145382,9.992965338171008e-05
mixedBL,wiki,weighted,canberra,all,10 bad is down,0.1516924504793083,0.1267757349679695,10.127373488923036,1.215795849430307e-22
mixedBL,wiki,weighted,canberra,ADJ,1 importance is size,0.1407204481503342,0.1071868276646648,4.203985347685013,6.782931298627483e-05
mixedBL,wiki,weighted,canberra,ADJ,2 active is life,0.1344586443682285,0.0943269085753709,5.565574468483578,3.3719205609430294e-07
mixedBL,wiki,weighted,canberra,ADJ,3 life is journey,0.1057858079802101,0.1043997424295975,0.1989009673235871,0.8428448480346955
mixedBL,wiki,weighted,canberra,ADJ,4 failure is death,0.1228164947438088,0.1121914103704578,1.4454830496989737,0.1522283171675015
mixedBL,wiki,weighted,canberra,ADJ,5 success is life,0.1028792161287497,0.096064089110511,0.9884644186669416,0.3259055074779661
mixedBL,wiki,weighted,canberra,ADJ,6 perceiving is eating,0.1259973564970997,0.0845142200983782,4.722702534314556,9.781358071686724e-06
mixedBL,wiki,weighted,canberra,ADJ,7 affection is warmth,0.1476000335178802,0.0942195861177335,6.627530831623379,3.6513241998108046e-09
mixedBL,wiki,weighted,canberra,ADJ,8 money is liquid,0.173954253568473,0.0994324876490148,9.925190854449443,1.3523278720350949e-15
mixedBL,wiki,weighted,canberra,ADJ,9 good is up,0.1163645998447016,0.0933554968757688,3.4222342932015213,0.0009812922743048
mixedBL,wiki,weighted,canberra,ADJ,10 bad is down,0.0775399802482641,0.0951699158422858,-3.459496744638904,0.0008705003949536
mixedBL,wiki,weighted,canberra,VERB,1 importance is size,0.0915932558223358,0.0863884001196528,0.682231130536261,0.4970634332683189
mixedBL,wiki,weighted,canberra,VERB,2 active is life,0.0981852501806771,0.1118301301177594,-1.8359384907367908,0.0700821248053891
mixedBL,wiki,weighted,canberra,VERB,3 life is journey,0.0865893606384727,0.0995875614697044,-2.080000655678945,0.0407270808161576
mixedBL,wiki,weighted,canberra,VERB,4 failure is death,0.1800648894074247,0.104963393388952,8.330774568549307,1.815461260015209e-12
mixedBL,wiki,weighted,canberra,VERB,5 success is life,0.1011973795779941,0.0936100899925401,1.0113492453233617,0.3148984190649121
mixedBL,wiki,weighted,canberra,VERB,6 perceiving is eating,0.0744753575458218,0.0986552549088676,-4.086264099291732,0.0001034907351239
mixedBL,wiki,weighted,canberra,VERB,7 affection is warmth,0.08554146387883,0.094615359249927,-1.761681326066549,0.081943580581661
mixedBL,wiki,weighted,canberra,VERB,8 money is liquid,0.1033189844095428,0.0887991032622663,2.4720412714118045,0.015556111163109
mixedBL,wiki,weighted,canberra,VERB,9 good is up,0.1095222232103929,0.1012476257392594,0.8962183351339476,0.3728250845579496
mixedBL,wiki,weighted,canberra,VERB,10 bad is down,0.1390031647137642,0.1071028633507996,3.8539647653597258,0.0002334705288182
mixedBL,wiki,weighted,canberra,NOUN,1 importance is size,0.0870091151793911,0.0909800241154773,-0.6633989057771628,0.5089822924584042
mixedBL,wiki,weighted,canberra,NOUN,2 active is life,0.098644290757671,0.1079030482098301,-1.2365095973777558,0.2198871220544389
mixedBL,wiki,weighted,canberra,NOUN,3 life is journey,0.1299122381225435,0.0921013726286099,5.019439717705628,3.07430201995581e-06
mixedBL,wiki,weighted,canberra,NOUN,4 failure is death,0.1412374925252108,0.096337092225202,5.56504347576958,3.379326285814549e-07
mixedBL,wiki,weighted,canberra,NOUN,5 success is life,0.0892583020548766,0.0920112292530402,-0.3949316188482405,0.693944370814239
mixedBL,wiki,weighted,canberra,NOUN,6 perceiving is eating,0.125161362930257,0.1011202599860031,3.29347346476537,0.0014752451914705
mixedBL,wiki,weighted,canberra,NOUN,7 affection is warmth,0.0979397949329045,0.0969894624494175,0.1155863721101999,0.9082700073585176
mixedBL,wiki,weighted,canberra,NOUN,8 money is liquid,0.0875030347761553,0.1134656737731279,-4.349100108449327,3.993303727463585e-05
mixedBL,wiki,weighted,canberra,NOUN,9 good is up,0.0863525189201354,0.1042289088311812,-3.0144736534838987,0.0034479287762453
mixedBL,wiki,weighted,canberra,NOUN,10 bad is down,0.098107252703549,0.0827772333090507,2.331290556176981,0.022255772567736
mixedBL,wiki,unweighted,cosine,all,1 importance is size,0.4573534295195713,0.3149619330168712,38.28388670457803,2.749035001001172e-160
mixedBL,wiki,unweighted,cosine,all,2 active is life,0.4327275748105926,0.3254421455051062,28.19344200515932,1.7731329301508925e-110
